predicate	count	relation
be only restriction	7	
be organizational response to	7	
be particularly fraternal and troubling text for	7	
be particularly fraternal text for	7	
be particularly significant in	7	
be party to	7	
be people of	7	
be possible for	7	
be predictor with	7	
be principally align with	7	
be radically different from	7	
be randomize into	7	
be rate as	7	
be record in	7	
be reduce compare	7	
be reemphasize	7	
be restriction	7	
be run phenomena in	7	
be sectorally link in	7	
be sensitive than	7	
be set against	7	
be severely challenge in	7	
be short run phenomena in	7	
be significant in	7	
be significant predictor with	7	
be significantly associate with	7	
be significantly reduce compare	7	
be skew in	7	
be somewhat brighter as	7	
be source in	7	
be stable for	7	
be strategy base	7	
be strengthen by	7	
be strongest predictor of	7	
be study as	7	
be supplier to	7	
be symptom of	7	
be towards	7	
be transfer to	7	
be transform in	7	
be true in	7	
be try	7	
be unprecedented in	7	
be various aspect of	7	
be victory for	7	
be vulnerable to	7	
be weak in	7	
be widely practice in	7	
be work	7	
become through	7	
bemoan	7	
border	7	
brave	7	
bring back	7	
broad range of	7	
building in	7	
building of	7	
bulk	7	
bypass	7	
can defend	7	
can do	7	
can present	7	
capacity to	7	
care about	7	
case in	7	
catch up	7	
catch up respectively	7	
centers for	7	
challenge analysis as	7	
change role of	7	
characterize chinas reform in	7	
characterize in	7	
choose at	7	
circulate	7	
commend	7	
comment	7	
commission on	7	
committee on	7	
communal aspect of	7	
community against	7	
compare to	7	
complexity of	7	
component of	7	
comprehensive assessment of	7	
concept	7	
concern about	7	
concern for	7	
configure	7	
conform during	7	
consequently lower	7	
consider by	7	
considerable space for	7	
contribute prior	7	
converge on	7	
cope	7	
correspondingly anticipate	7	
could inhibit	7	
could open	7	
could openly rent	7	
could play role as	7	
could rent	7	
country in	7	
critically review	7	
culminate develop	7	
curb	7	
dan	7	
deconstruct	7	
defend draft against	7	
deployment of	7	
despierten	7	
determine at	7	
develop country	7	
develop for	7	
develop over	7	
differentiation of be	7	
digest in	7	
digest of	7	
discredit	7	
discursively owe to	7	
discuss meaning as	7	
disprove	7	
diverge regard	7	
diversify	7	
dominant force in	7	
dream	7	
eat	7	
education	7	
emerge through	7	
employ across	7	
engage through	7	
erupt as	7	
erupt at	7	
essay in	7	
even attention of	7	
evolve in	7	
examine concept as	7	
examine festival in	7	
examine idea through	7	
examine nature in	7	
exclude from	7	
exhibit coherence in	7	
experience of	7	
explanation	7	
explore consequence in	7	
explore development in	7	
explore evolution in	7	
explore nexus in	7	
explore response in	7	
extend analysis in	7	
extend length on	7	
face at_time	7	
face dissatisfaction from	7	
facilitate relocation in	7	
fall to	7	
fall within	7	
feel rule in	7	
field of	7	
finally be similar in	7	
finally note	7	
find contrary	7	
first be result of	7	
first discuss	7	
flow with	7	
follow from	7	
forestall	7	
free	7	
further extend analysis in	7	
gain renown in	7	
ganadero en	7	
generally have	7	
get back	7	
get from	7	
give closure to	7	
give support by	7	
globalization of	7	
governance	7	
great impact on	7	
grow on	7	
happen in	7	
have also re-open	7	
have always recognize	7	
have analyze movement consider	7	
have assert	7	
have become during	7	
have challenge	7	
have cite as	7	
have compare	7	
have continue in	7	
have define	7	
have display	7	
have go in	7	
have go to	7	
have implement wages in	7	
have pass	7	
have pursue	7	
have re-open	7	
have reach	7	
have read	7	
have remain in	7	
have reverse	7	
have see as	7	
have see however	7	
have seemingly reverse	7	
have turn	7	
high degree of	7	
hold back	7	
however also emerge from	7	
however be notable for	7	
however benefit from	7	
however emerge from	7	
however face	7	
however have display	7	
illustrate result with	7	
impact upon	7	
implementation of be	7	
important input for	7	
improve navy allocation practice by	7	
impute	7	
in equality be	7	
increase for	7	
indicate control as	7	
information	7	
inherit system from	7	
input for	7	
instead be inherently political in	7	
instead be political in	7	
instead favor	7	
instead indicate control as	7	
institutionalize	7	
international community against	7	
interpret system in	7	
introduce regime as	7	
iraqi regime	7	
japanese and taiwanese merchant include	7	
japanese merchant include	7	
join european union after	7	
joint register of	7	
judge	7	
justification for	7	
knowledge about	7	
largely be link in	7	
largely be sectorally link in	7	
last beyond	7	
latinos	7	
lead ultimately to	7	
league of	7	
lessen	7	
light	7	
like	7	
likewise implement	7	
link with	7	
little impact on	7	
live on	7	
livelihood of	7	
location	7	
longer can take	7	
love	7	
main goal of	7	
main objective	7	
main objective of	7	
make argument in	7	
may act as	7	
may arise within	7	
may influence	7	
may reduce	7	
measure as	7	
measure from	7	
meet in	7	
meet with	7	
mention of	7	
merchant include	7	
might contribute to	7	
migration from	7	
minority	7	
mix in	7	
moreover provide	7	
moreover put	7	
move understanding beyond	7	
move up	7	
narrative	7	
negotiate without	7	
nevertheless offer	7	
nevertheless unwittingly offer	7	
next consider	7	
no longer can take	7	
none of	7	
norm in	7	
note effort in	7	
now see	7	
nunciature in	7	
obtain accreditation by	7	
obtain document during	7	
obtain in	7	
obtain with	7	
occur largely through	7	
occur through	7	
of department be	7	
of secretary be	7	
official	7	
officially recognize	7	
often exhibit	7	
often explore	7	
open considerable space for	7	
open space for	7	
operate within	7	
overestimate	7	
overtake	7	
paise	7	
participate on	7	
patient relative with	7	
pattern	7	
peel	7	
peel away	7	
perform as	7	
persistence of	7	
persuade	7	
pervade part in	7	
place with	7	
plan in	7	
play with	7	
polarization in	7	
political reason	7	
position in	7	
position of	7	
predict by	7	
prediction about	7	
prepare as	7	
prepare under	7	
prescribe	7	
present research finding on	7	
present result into	7	
presentation of	7	
prioritize	7	
privilege	7	
procedure for	7	
produce through	7	
protect by	7	
protection	7	
provide equation out	7	
provide information on	7	
provide through	7	
provide travel to	7	
provide vehicle for	7	
provinciale en	7	
public awareness of	7	
publication of	7	
range in	7	
rarely evoke	7	
rate of be	7	
rather focus on	7	
recently have publish	7	
record of	7	
recover in	7	
relationship with	7	
release in	7	
reliance on	7	
religious minority	7	
relocate	7	
remain at_time	7	
remake	7	
remind	7	
repondre	7	
report to	7	
represent break in	7	
representation of	7	
resident of	7	
restrain	7	
restructure	7	
restructuring of	7	
role for	7	
salmon be at_time	7	
same distribution in	7	
same spatial distribution in	7	
say at_time	7	
screen	7	
second analyse implementation in	7	
see despite	7	
seem on	7	
select from	7	
severely diminish	7	
shed light through	7	
shed light to	7	
shift into	7	
shore up clientelism as	7	
should lead to	7	
show respectively	7	
show salinity after	7	
show salinity however after	7	
show sign after	7	
significant role in	7	
similarity between	7	
single minority	7	
single religious minority	7	
situate in	7	
solution to	7	
spatial distribution in	7	
special issue	7	
specifically compare	7	
splits	7	
sponsor there	7	
spread from	7	
strengthen un as	7	
strongly argue in	7	
study ghetto formation in	7	
study integration in	7	
subsequently facilitate	7	
suit	7	
surprisingly sporadically pursue avoidance strategy in	7	
switch	7	
take power with	7	
talk	7	
theoretically recover in	7	
therefore use	7	
third interpret system in	7	
thirdly explore	7	
throw light on	7	
thus be capable of	7	
thus expand	7	
thus open up	7	
to lending be	7	
unwittingly offer	7	
urgently require	7	
usage of	7	
use group dataset from	7	
use measurement in	7	
use speech from	7	
useful approach for	7	
valuable discussion	7	
variability in	7	
various iraqi regime	7	
various regime	7	
weather	7	
weight	7	
widely cite	7	
will also identify	7	
will discuss feature in	7	
will identify	7	
will inform	7	
will test	7	
will transform practice into	7	
will undertake	7	
woo	7	
work of	7	
world	7	
yet actually fail spectacularly in	7	
yet maintain	7	
's borderland be	6	
's ghana be	6	
's identity be	6	
's subsidiary be	6	
's transition be	6	
1974 complete	6	
2xco	6	
abolishment of be	6	
abstractquestion of be	6	
academic on	6	
accelerate follow	6	
accelerate formation at	6	
accelerate in	6	
accept of	6	
access behind	6	
accomplish by	6	
account in	6	
account posture as	6	
accumulate in	6	
achieve base	6	
achieve development without	6	
acquire amount	6	
acrossthe	6	
act against	6	
action against	6	
action on	6	
activism	6	
actor in	6	
adapt begin	6	
add evidence to	6	
additionally be propose on	6	
additionaly be associate with	6	
address gap by	6	
address here	6	
address shortcoming by	6	
address target in	6	
address target indirectly in	6	
address to	6	
adequately describe	6	
adopt for	6	
advantage to	6	
adversely impact	6	
advise exposure reduction measure for	6	
advise give	6	
advocate begin	6	
advocate for	6	
affect decision making over	6	
affect globally	6	
affect opportunity through	6	
aftermath of	6	
agency	6	
agglomeration for	6	
agree well with	6	
aid after	6	
aid in	6	
aim overcome	6	
align ukraine closely for	6	
align ukraine for	6	
align ukraine too closely for	6	
allege	6	
allocate increase to	6	
allow to	6	
already recognise	6	
also accept	6	
also accompany	6	
also adhere to	6	
also affect decision making over	6	
also alter	6	
also analyze	6	
also be facilitate by	6	
also be take aside	6	
also build	6	
also challenge	6	
also change	6	
also conduct	6	
also contribute about	6	
also depend on	6	
also deploy	6	
also describe	6	
also detect	6	
also discuss environment as	6	
also draw attention to	6	
also express hope give	6	
also go beyond	6	
also imprint	6	
also introduce	6	
also investigate drr for	6	
also mean	6	
also measure	6	
also offer reflection as	6	
also optimise	6	
also play in	6	
also point to	6	
also scale to	6	
also show post-gameplay	6	
also show support	6	
also signal	6	
also sketch	6	
also speculate	6	
alteration in	6	
alternative to	6	
altogether present	6	
always implement	6	
amount	6	
analyse finding in	6	
analysis from	6	
analyze pathway with	6	
analyze trend from	6	
analyze vote	6	
